account_id,customer_id,account_type,account_number,branch_id,balance,currency,status,interest_rate,opened_date,last_activity_date
ACC-602015,502326,cd,3599-3919-4872-1218,BR-0147,156215.38,USD,active,5.6486,2024-04-30,2024-05-07
ACC-602016,501090,savings,5919-1303-1399-2257,BR-0137,13817.55,USD,frozen,3.2154,2023-03-28,2024-08-26
ACC-602017,502063,savings,8594-4679-0727-5759,BR-0179,44189.54,USD,frozen,1.0155,2023-08-08,2023-08-16
ACC-602018,501693,checking,2627-5133-7335-9904,BR-0099,43622.2,USD,active,0.26,2021-10-05,2022-09-22
ACC-602019,502977,savings,4948-6303-7096-4729,BR-0126,134975.53,USD,dormant,4.7088,2020-04-10,2021-11-13
ACC-602020,501804,money_market,5777-3907-8975-8568,BR-0044,360383.36,USD,active,5.1804,2019-12-19,2021-12-02
ACC-602021,501668,checking,1197-5167-9294-5716,BR-0138,23356.32,USD,active,0.1862,2019-12-07,2021-05-26
ACC-602022,502976,savings,6579-4955-9105-5299,BR-0110,43242.33,USD,active,2.0236,2024-02-09,2025-05-27
ACC-602023,502905,checking,7991-0902-0339-7079,BR-0174,20168.67,USD,closed,0.2946,2021-06-08,2022-05-03
ACC-602024,501414,cd,4175-8697-3224-1839,BR-0144,155588.19,USD,active,2.1676,2021-03-09,2021-08-23
ACC-602025,501306,checking,5842-3142-9056-4919,BR-0089,30497.99,USD,active,0.2452,2025-02-15,2025-11-21
ACC-602026,501989,money_market,3105-9273-1166-8159,BR-0154,223250.15,USD,active,1.1943,2019-06-13,2019-11-25
ACC-602027,501243,checking,5133-0772-6890-9447,BR-0086,33185.22,USD,active,0.31,2021-06-22,2022-11-07
ACC-602028,500139,savings,5398-0528-5776-5524,BR-0034,190090.92,USD,active,1.7108,2021-11-29,2023-09-24
ACC-602029,500461,money_market,1192-6886-8314-6762,BR-0124,287703.11,USD,active,3.1774,2020-09-15,2022-03-06
ACC-602030,502862,savings,0710-2576-7639-5484,BR-0176,78334.82,USD,active,4.4963,2020-04-15,2021-01-01
ACC-602031,502354,checking,6431-6294-4782-6251,BR-0111,29323.17,USD,active,0.2829,2019-03-04,2019-06-03
ACC-602032,501492,savings,7768-6751-8923-6299,BR-0148,111521.4,USD,active,1.9682,2019-10-16,2021-07-28
ACC-602033,500418,savings,2290-0730-3377-9541,BR-0193,54621.84,USD,active,3.5298,2021-01-26,2022-04-06
ACC-602034,501140,checking,9256-4551-4678-5750,BR-0019,24318.78,USD,active,0.173,2019-10-12,2021-06-28
ACC-602035,500415,savings,4860-9174-0093-0215,BR-0094,115976.41,USD,active,1.1677,2023-05-24,2023-10-26
ACC-602036,500211,savings,1596-5835-3010-9065,BR-0088,193303.73,USD,active,3.9235,2023-12-26,2025-04-27
ACC-602037,501674,money_market,5330-1146-2508-4234,BR-0108,157161.66,USD,active,4.1003,2020-06-17,2020-07-19
ACC-602038,500857,cd,7185-7407-5332-4109,BR-0181,190059.07,USD,dormant,3.3696,2025-01-16,2025-07-25
ACC-602039,501829,money_market,5060-0927-3920-6097,BR-0040,357351.3,USD,active,1.7055,2025-11-28,2025-12-30
ACC-602040,500422,checking,5787-7462-1542-4264,BR-0087,23514.29,USD,active,0.1828,2022-06-03,2023-11-26
ACC-602041,501615,savings,4451-9399-5415-7783,BR-0075,152268.55,USD,dormant,2.9543,2022-10-26,2022-11-20
ACC-602042,502491,money_market,1428-6054-5417-0310,BR-0034,348960.31,USD,active,2.7343,2020-12-10,2021-02-22
ACC-602043,501868,savings,7281-0884-5392-2989,BR-0099,90719.89,USD,active,3.2119,2024-06-03,2025-05-06
ACC-602044,502468,cd,9352-1442-4291-0024,BR-0061,9144.44,USD,active,4.7068,2024-02-10,2025-07-04
ACC-602045,502198,savings,6189-5688-0442-3504,BR-0072,61496.72,USD,dormant,2.1595,2024-05-26,2024-07-03
ACC-602046,500900,checking,2887-0573-4654-7592,BR-0100,36396.71,USD,active,0.26,2021-09-29,2023-06-02
ACC-602047,500312,checking,2913-4122-3012-1270,BR-0143,39045.72,USD,dormant,0.1096,2020-04-12,2020-12-05
ACC-602048,500258,checking,6653-2913-2241-3610,BR-0142,23919.23,USD,frozen,0.1498,2024-07-12,2025-04-17
ACC-602049,502392,cd,2146-1328-8052-1163,BR-0056,82464.13,USD,active,3.2033,2021-07-21,2023-03-17
ACC-602050,502145,money_market,9887-2217-4871-3151,BR-0005,60432.88,USD,active,2.3725,2024-11-02,2024-11-08
ACC-602051,501853,checking,6142-0052-0193-1075,BR-0136,25062.81,USD,active,0.0648,2024-02-29,2025-05-07
ACC-602052,500952,savings,8970-4778-5600-4308,BR-0182,126153.25,USD,closed,2.2582,2020-10-02,2021-08-23
ACC-602053,500120,savings,7861-0306-0558-7499,BR-0161,122854.2,USD,closed,4.8419,2022-05-06,2022-09-24
ACC-602054,501112,savings,1893-0714-1185-2064,BR-0018,61492.08,USD,dormant,1.3182,2025-07-16,2025-12-09
ACC-602055,502409,savings,4587-0072-6905-2019,BR-0161,190939.87,USD,active,0.8761,2019-02-01,2019-04-04
ACC-602056,501104,savings,1313-7892-4027-7612,BR-0105,37962.36,USD,active,2.8494,2025-08-16,2025-12-24
ACC-602057,501263,savings,8220-8289-6641-8080,BR-0148,68717.12,USD,active,2.8045,2023-03-30,2023-07-21
ACC-602058,501034,checking,6921-7726-8150-3596,BR-0194,9525.16,USD,active,0.1699,2019-04-13,2020-06-01
ACC-602059,500113,checking,9244-8686-5843-0562,BR-0055,9265.9,USD,closed,0.2832,2025-08-19,2025-12-18
ACC-602060,501215,cd,7982-7353-7264-7920,BR-0103,243362.76,USD,active,3.9763,2019-01-31,2020-04-03
ACC-602061,502554,cd,4900-1436-0423-5157,BR-0136,208522.88,USD,active,3.475,2025-08-05,2025-11-26
ACC-602062,502273,cd,8733-1487-7428-6581,BR-0054,157495.62,USD,closed,2.339,2023-12-27,2024-02-19
ACC-602063,502131,savings,2983-8146-8936-4158,BR-0075,71079.52,USD,active,4.3226,2020-02-28,2020-06-14
ACC-602064,500239,cd,6181-6263-6132-7018,BR-0084,183773.09,USD,active,5.5595,2023-05-19,2024-05-05
ACC-602065,501843,savings,9245-7983-5852-7183,BR-0144,89804.09,USD,active,4.8948,2022-05-02,2022-07-16
ACC-602066,501840,savings,2785-6438-0137-6288,BR-0176,31536.98,USD,active,4.5112,2019-06-13,2020-02-29
ACC-602067,502961,cd,8548-8630-2929-6564,BR-0098,91700.85,USD,active,4.1854,2023-03-31,2023-08-26
ACC-602068,501805,checking,1874-8459-5548-9568,BR-0017,6865.53,USD,active,0.1479,2021-01-18,2022-03-01
ACC-602069,501411,checking,7945-5381-1392-0762,BR-0061,49527.69,USD,active,0.1208,2024-01-15,2025-07-16
ACC-602070,501505,checking,0395-2618-9650-7474,BR-0113,44571.73,USD,active,0.0985,2023-03-02,2025-01-02
ACC-602071,501074,savings,2284-8664-6174-4386,BR-0169,37311.04,USD,active,2.8094,2022-09-04,2022-10-10
ACC-602072,500481,savings,3337-1413-8536-4525,BR-0051,127830.89,USD,active,4.5,2023-10-29,2024-11-12
ACC-602073,502828,savings,5036-5356-5475-4334,BR-0029,151109.29,USD,active,1.4918,2021-04-13,2023-01-21
ACC-602074,502522,checking,4335-4934-1863-5494,BR-0175,25851.4,USD,active,0.4607,2020-07-04,2021-02-08
ACC-602075,501977,money_market,5183-7440-2634-4703,BR-0071,372334.5,USD,active,2.5251,2020-02-28,2020-10-13
ACC-602076,502168,cd,8669-6494-7849-0882,BR-0057,239263.3,USD,closed,5.8031,2023-04-09,2023-06-24
ACC-602077,500310,checking,2729-7404-0006-6637,BR-0177,25512.96,USD,closed,0.3591,2025-02-06,2025-11-16
ACC-602078,501121,checking,6911-1586-6032-9439,BR-0120,32984.09,USD,frozen,0.1669,2025-08-30,2025-10-28
ACC-602079,501440,savings,4757-5809-9814-2997,BR-0158,124807.03,USD,active,3.8998,2019-09-10,2019-11-28
ACC-602080,500466,checking,5580-7537-5794-6126,BR-0027,28622.28,USD,active,0.4241,2025-01-26,2025-07-17
ACC-602081,502290,cd,3542-5206-4483-1074,BR-0059,180743.11,USD,active,2.1747,2019-02-17,2020-05-11
ACC-602082,502360,checking,2751-4469-4918-0450,BR-0011,25349.23,USD,closed,0.2444,2025-08-04,2025-12-24
ACC-602083,500176,savings,1934-1507-2190-9905,BR-0128,59792.11,USD,active,2.3333,2021-09-03,2022-12-03
ACC-602084,500686,savings,2993-5879-4452-8873,BR-0142,48293.43,USD,active,0.6651,2019-06-04,2020-08-07
ACC-602085,500881,checking,1265-4732-2921-3009,BR-0097,45448.02,USD,active,0.0611,2020-09-22,2021-02-20
ACC-602086,501846,money_market,0787-3288-5736-4677,BR-0171,79176.74,USD,active,4.6089,2021-01-18,2023-01-01
ACC-602087,501918,savings,6302-5147-3900-8145,BR-0019,168380.77,USD,active,3.9207,2019-11-22,2021-11-13
ACC-602088,502722,savings,6366-6101-1246-7916,BR-0060,34208.68,USD,active,3.6799,2019-11-30,2020-06-27
ACC-602089,502944,savings,1329-0363-4606-6406,BR-0056,194025.83,USD,active,2.7848,2021-03-06,2021-10-12
ACC-602090,501172,savings,0603-2876-0050-4242,BR-0045,82074.29,USD,active,1.631,2019-05-19,2021-05-02
ACC-602091,500432,money_market,3399-3534-0914-0874,BR-0072,405426.9,USD,active,2.6304,2021-12-08,2023-04-14
ACC-602092,500979,savings,4395-4495-3225-5784,BR-0197,44863.46,USD,active,4.385,2019-06-14,2020-09-13
ACC-602093,501747,checking,0714-9120-9796-4846,BR-0187,25926.87,USD,dormant,0.3442,2025-08-31,2025-11-27
ACC-602094,502376,checking,1512-2621-8810-2998,BR-0105,1049.53,USD,dormant,0.077,2022-07-03,2022-07-14
ACC-602095,502300,savings,0058-0057-2754-6685,BR-0128,165835.07,USD,dormant,2.4949,2020-03-21,2020-04-09
ACC-602096,500152,checking,7397-4418-0816-7968,BR-0088,36866.52,USD,active,0.2834,2023-08-22,2025-02-26
ACC-602097,501973,savings,7713-7111-2566-8868,BR-0140,24384.51,USD,active,4.8386,2025-12-11,2025-12-13
ACC-602098,500515,cd,6657-5636-9977-0024,BR-0079,199362.41,USD,dormant,4.1671,2025-05-17,2025-09-06
ACC-602099,501554,checking,9172-7881-4103-4832,BR-0165,19790.99,USD,closed,0.3304,2023-06-27,2024-02-03
ACC-602100,500204,savings,0872-0867-0449-1324,BR-0183,108674.74,USD,dormant,1.0818,2022-12-26,2024-04-05
ACC-602101,502601,checking,2373-4635-8721-4072,BR-0143,43295.89,USD,active,0.3408,2021-03-23,2021-06-08
ACC-602102,500918,checking,3417-6567-9609-0105,BR-0098,37786.82,USD,active,0.2301,2024-06-21,2025-04-08
ACC-602103,501656,cd,1773-6275-1251-1607,BR-0036,40608.75,USD,active,5.8855,2022-01-10,2022-11-15
ACC-602104,501538,cd,6689-0073-5121-2916,BR-0167,205410.99,USD,closed,4.4752,2021-03-11,2023-01-27
ACC-602105,502525,savings,0632-6820-1705-9040,BR-0098,82532.74,USD,active,0.9618,2025-05-18,2025-08-27
ACC-602106,500807,cd,3205-6921-5106-6843,BR-0001,46312.95,USD,active,3.1522,2025-12-17,2025-12-26
ACC-602107,501060,money_market,5552-5945-6358-9532,BR-0151,217691.31,USD,active,4.1037,2022-06-29,2023-10-06
ACC-602108,500437,money_market,6591-3886-5224-9269,BR-0103,249856.84,USD,active,4.3643,2022-03-21,2023-08-26
ACC-602109,501486,savings,0466-6294-1098-3310,BR-0079,130113.77,USD,dormant,3.024,2019-03-21,2020-11-19
ACC-602110,502076,savings,2161-4927-1535-4108,BR-0193,11308.87,USD,active,0.8667,2023-04-04,2024-01-30
ACC-602111,500242,money_market,4556-3604-2578-0497,BR-0056,331104.73,USD,active,4.7705,2020-11-01,2022-01-13
ACC-602112,501155,savings,6304-4241-4487-8479,BR-0013,106758.34,USD,active,3.6622,2022-07-30,2022-10-31
ACC-602113,501225,money_market,4387-5725-2753-0684,BR-0154,184815.71,USD,active,1.6219,2020-10-12,2022-05-10
ACC-602114,500411,checking,0500-0439-7475-8961,BR-0009,36811.8,USD,dormant,0.169,2019-07-07,2020-06-04
ACC-602115,500572,checking,0141-2146-1820-5734,BR-0021,44215.51,USD,active,0.2998,2019-10-17,2021-06-19
ACC-602116,502036,checking,7187-2034-4634-4686,BR-0187,43796.05,USD,active,0.3801,2025-02-25,2025-04-14
ACC-602117,500639,checking,9607-2099-6943-0748,BR-0126,46468.7,USD,active,0.4149,2023-10-11,2023-11-22
ACC-602118,501329,savings,8178-1473-6267-7414,BR-0005,138404.09,USD,active,4.2928,2022-10-09,2022-12-13
ACC-602119,501292,savings,1309-0444-0280-7051,BR-0036,161146.63,USD,active,1.3088,2020-04-08,2022-01-06
ACC-602120,500112,checking,7400-4043-7051-3600,BR-0097,7617.09,USD,dormant,0.1095,2021-10-13,2023-05-08
ACC-602121,501334,savings,2355-7329-5667-1883,BR-0154,9181.28,USD,active,3.4009,2022-11-16,2024-01-14
ACC-602122,502796,checking,4441-6304-1818-6759,BR-0073,26139.19,USD,dormant,0.0616,2019-08-11,2019-12-01
ACC-602123,502642,checking,7990-4747-3637-7639,BR-0013,39308.73,USD,closed,0.2419,2020-03-05,2020-06-23
ACC-602124,501955,savings,4129-4208-3506-9334,BR-0062,132711.16,USD,active,4.2272,2023-11-12,2023-12-16
ACC-602125,501623,savings,0851-8756-1110-9474,BR-0036,53185.91,USD,active,3.6118,2024-05-22,2024-08-02
ACC-602126,500715,savings,0955-0591-5978-0049,BR-0169,166364.44,USD,dormant,2.0938,2024-05-04,2024-08-22
ACC-602127,500994,checking,1209-7493-5581-7250,BR-0045,49008.03,USD,active,0.2618,2020-09-09,2022-07-09
ACC-602128,502115,money_market,6674-1701-1888-2630,BR-0007,13847.89,USD,active,2.7789,2024-10-27,2025-01-09
ACC-602129,502651,savings,8689-3340-3773-9896,BR-0171,41783.59,USD,active,1.9728,2025-01-21,2025-05-06
ACC-602130,502319,checking,1055-8380-2084-1371,BR-0049,43513.49,USD,active,0.3991,2023-05-31,2024-04-27
ACC-602131,502776,money_market,2625-9506-8880-8272,BR-0140,233369.56,USD,active,3.2138,2020-02-01,2020-12-21
ACC-602132,501940,checking,0349-2060-9013-9858,BR-0034,31231.8,USD,active,0.1398,2019-11-08,2020-11-09
ACC-602133,502934,money_market,7238-1464-3007-2215,BR-0108,211027.66,USD,active,3.8822,2021-01-18,2022-05-29
ACC-602134,500868,checking,3735-3152-9460-6971,BR-0124,12533.91,USD,dormant,0.4222,2024-01-11,2024-02-13
ACC-602135,501983,checking,5461-2410-3472-8099,BR-0144,16241.7,USD,active,0.3839,2022-09-21,2024-03-23
ACC-602136,501260,cd,9020-7371-2849-3717,BR-0167,142121.96,USD,active,2.0144,2025-08-19,2025-12-20
ACC-602137,501052,savings,6383-3368-3942-9180,BR-0057,88517.48,USD,active,2.5128,2024-07-07,2024-09-04
ACC-602138,502920,savings,6044-9825-9564-0524,BR-0095,38566.37,USD,active,0.8409,2022-11-26,2023-01-23
ACC-602139,501193,cd,4989-8401-7406-3387,BR-0077,210594.83,USD,active,4.1576,2020-03-29,2022-01-07
ACC-602140,500440,cd,7101-0413-2157-2439,BR-0119,23192.25,USD,active,2.6055,2022-02-25,2023-08-02
ACC-602141,500636,cd,2795-0707-6968-5150,BR-0147,211438.2,USD,dormant,5.1834,2020-01-16,2020-08-20
ACC-602142,502823,money_market,7959-6104-5341-0654,BR-0012,66383.46,USD,closed,3.2218,2023-01-03,2024-05-09
ACC-602143,501378,checking,4366-7770-0617-0938,BR-0105,46819.19,USD,active,0.1632,2021-07-02,2021-11-01
ACC-602144,501297,money_market,3994-5150-3508-8962,BR-0045,358441.36,USD,active,3.5615,2020-03-27,2020-07-04
ACC-602145,502002,savings,2788-5646-7435-4803,BR-0138,154114.06,USD,active,0.9344,2019-09-04,2021-03-18
ACC-602146,501464,checking,8041-6354-7454-2926,BR-0167,3983.04,USD,active,0.4651,2025-02-21,2025-09-30
ACC-602147,501774,savings,0271-7784-2496-4034,BR-0014,137731.55,USD,closed,0.9914,2021-08-26,2021-12-23
ACC-602148,501096,checking,7651-5160-6380-9385,BR-0119,1014.82,USD,active,0.0604,2025-08-24,2025-10-04
ACC-602149,502966,checking,0294-9209-9697-5370,BR-0078,40622.74,USD,active,0.2077,2022-09-26,2023-02-04
ACC-602150,500373,money_market,7016-4651-4124-4568,BR-0023,452870.04,USD,dormant,1.5516,2025-09-29,2025-12-29
ACC-602151,502402,money_market,0828-0473-4003-5393,BR-0015,230911.11,USD,dormant,1.1733,2024-05-12,2024-10-11
ACC-602152,502546,savings,2100-8045-2736-2285,BR-0050,44252.37,USD,active,4.1031,2023-02-03,2024-05-11
ACC-602153,500800,money_market,2592-4908-8947-8729,BR-0151,154397.91,USD,frozen,1.1292,2024-10-01,2025-11-30
ACC-602154,502192,savings,9148-4538-5224-7048,BR-0067,68712.92,USD,active,4.7866,2025-07-11,2025-12-21
ACC-602155,500947,checking,1905-1769-4877-8889,BR-0158,13189.9,USD,frozen,0.3678,2025-07-28,2025-11-28
ACC-602156,500203,savings,3994-4984-1444-2417,BR-0183,36746.83,USD,active,4.608,2025-02-14,2025-10-21
ACC-602157,500989,checking,9421-6619-7815-3104,BR-0183,9460.44,USD,dormant,0.3205,2025-10-22,2025-12-23
ACC-602158,502778,checking,6229-2481-9890-9163,BR-0115,28091.26,USD,active,0.3493,2022-11-14,2023-11-06
ACC-602159,502295,savings,8210-0278-5736-7717,BR-0194,23386.29,USD,active,1.4229,2023-06-19,2025-06-12
ACC-602160,501653,savings,4157-1579-6699-5697,BR-0038,28226.85,USD,closed,3.0538,2021-07-06,2022-03-17
ACC-602161,502507,money_market,2070-0438-0855-9157,BR-0200,203582.26,USD,active,3.5006,2019-07-12,2019-12-27
ACC-602162,501391,checking,2829-6530-0657-1168,BR-0167,43265.21,USD,active,0.2678,2023-12-02,2025-11-10
ACC-602163,501735,savings,8322-1655-8759-4738,BR-0147,121868.92,USD,active,2.4969,2023-11-12,2025-04-25
ACC-602164,502352,savings,7088-2619-2571-0595,BR-0102,171725.56,USD,active,4.8795,2020-06-16,2021-10-07
ACC-602165,501895,checking,9011-8061-9051-4372,BR-0070,46884.16,USD,active,0.4354,2019-06-13,2020-12-22
ACC-602166,502596,checking,3172-9661-1871-7988,BR-0068,46288.63,USD,active,0.145,2020-06-04,2021-12-23
ACC-602167,502450,savings,0782-0271-5447-5063,BR-0083,56826.89,USD,active,4.4932,2020-05-28,2021-11-24
ACC-602168,502968,savings,0992-6504-1051-9175,BR-0002,115705.26,USD,dormant,4.9429,2024-11-08,2025-08-26
ACC-602169,502167,cd,7110-7164-2925-6768,BR-0037,165829.64,USD,active,2.4011,2025-04-13,2025-10-01
ACC-602170,500897,money_market,4570-8408-7081-1930,BR-0155,318145.55,USD,frozen,4.1117,2020-10-30,2022-07-01
ACC-602171,501515,savings,9068-8988-8284-6059,BR-0139,189408.83,USD,dormant,2.2398,2019-03-15,2020-11-19
ACC-602172,501414,savings,4058-1315-0969-7986,BR-0034,64186.73,USD,active,2.2708,2024-12-06,2024-12-09
ACC-602173,500203,cd,8076-5261-5200-5483,BR-0010,60288.04,USD,active,4.1875,2024-01-28,2024-11-03
ACC-602174,500451,checking,4582-2597-7296-7428,BR-0167,37468.62,USD,active,0.0144,2019-08-06,2020-03-22
ACC-602175,500302,checking,4277-1165-8273-0857,BR-0012,22363.84,USD,active,0.3171,2025-11-04,2025-12-18
ACC-602176,501244,money_market,4552-8261-3083-9398,BR-0187,142451.46,USD,active,3.032,2020-10-23,2021-04-23
ACC-602177,501662,cd,9723-2462-0538-5467,BR-0159,97294.66,USD,active,2.1408,2025-02-10,2025-08-29
ACC-602178,500914,savings,1802-1722-8211-6765,BR-0131,80357.06,USD,active,1.5238,2023-01-31,2023-12-19
ACC-602179,501242,money_market,6541-7293-7086-0915,BR-0004,209409.47,USD,active,1.1575,2019-08-09,2020-08-18
ACC-602180,501274,checking,7725-2146-0599-7775,BR-0029,47048.28,USD,active,0.2998,2025-08-29,2025-12-06
ACC-602181,501995,savings,3399-8295-8203-8866,BR-0028,16595.28,USD,active,3.7039,2022-10-06,2024-03-03
ACC-602182,502105,savings,4276-0629-0352-5191,BR-0022,55578.49,USD,active,3.526,2021-08-06,2022-04-18
ACC-602183,500448,checking,6248-4990-4730-1072,BR-0054,48915.68,USD,dormant,0.0929,2021-03-16,2021-09-18
ACC-602184,500607,checking,1886-0160-0345-6062,BR-0162,33731.54,USD,active,0.1007,2022-07-01,2024-03-13
ACC-602185,502438,checking,8846-6645-2572-5380,BR-0021,39688.58,USD,active,0.0355,2020-02-01,2020-05-07
ACC-602186,500536,savings,0085-4988-8101-5896,BR-0193,11290.63,USD,dormant,0.9428,2020-07-28,2021-03-13
ACC-602187,501067,cd,6224-3187-1870-1428,BR-0067,98886.37,USD,active,3.9948,2025-06-09,2025-11-23
ACC-602188,501497,checking,0475-9349-3331-0407,BR-0102,27533.92,USD,active,0.3813,2019-06-26,2020-12-22
ACC-602189,500642,cd,5759-7052-4626-2871,BR-0104,207118.11,USD,dormant,4.046,2022-07-25,2023-04-21
ACC-602190,500623,checking,8633-2819-0533-2501,BR-0047,29156.33,USD,active,0.2999,2024-09-13,2025-06-21
ACC-602191,500173,savings,5806-7407-4585-2340,BR-0148,173842.14,USD,active,4.815,2019-10-02,2021-02-09
ACC-602192,500015,savings,7780-4500-6894-8946,BR-0030,191396.49,USD,active,2.184,2025-06-11,2025-12-13
ACC-602193,501907,savings,7247-0519-1216-4642,BR-0200,90374.34,USD,active,3.8699,2021-11-28,2023-03-28
ACC-602194,502572,savings,4870-4081-7824-2060,BR-0037,17751.44,USD,active,4.5542,2021-06-04,2022-12-26
ACC-602195,502318,checking,3267-2397-0649-1512,BR-0093,18364.17,USD,active,0.183,2022-06-23,2024-04-10
ACC-602196,502804,savings,8635-3924-2425-9397,BR-0041,3766.37,USD,active,1.7588,2020-09-24,2022-03-14
ACC-602197,501404,savings,7589-8093-9250-7089,BR-0095,29272.83,USD,closed,2.0298,2025-06-21,2025-08-08
ACC-602198,501173,cd,8603-0580-1337-3707,BR-0178,13891.95,USD,active,4.5598,2022-04-01,2022-09-05
ACC-602199,502717,savings,3341-6288-5741-3773,BR-0137,195673.37,USD,active,4.2369,2025-09-22,2025-12-05
ACC-602200,500369,checking,4805-8543-8314-1472,BR-0123,43223.23,USD,active,0.0284,2020-09-29,2021-07-08
ACC-602201,501027,checking,9410-3518-5554-9052,BR-0072,38030.15,USD,active,0.4478,2024-03-15,2025-08-29
ACC-602202,502269,money_market,8137-2946-8116-5354,BR-0190,394990.85,USD,active,2.4436,2019-04-13,2020-03-13
ACC-602203,500034,savings,8119-9288-2822-1282,BR-0170,117855.69,USD,active,2.6939,2022-07-19,2022-12-21
ACC-602204,501428,savings,6323-6545-4040-9370,BR-0043,54898.29,USD,dormant,3.1778,2025-05-03,2025-09-10
ACC-602205,501924,savings,8474-4082-0251-3513,BR-0006,152139.64,USD,dormant,0.6944,2025-06-05,2025-09-22
ACC-602206,501050,savings,0667-6310-8378-6841,BR-0007,23185.16,USD,active,4.0567,2020-07-14,2021-03-12
ACC-602207,502953,savings,9937-0439-3052-5156,BR-0021,154102.73,USD,active,3.4167,2023-02-06,2023-04-15
ACC-602208,500181,money_market,3450-1085-2014-2849,BR-0200,475006.46,USD,active,5.4471,2022-09-07,2024-01-02
ACC-602209,502110,money_market,8897-8886-0067-7483,BR-0022,325303.73,USD,active,2.0691,2024-08-12,2025-12-14
ACC-602210,501853,checking,4792-7822-0759-0727,BR-0041,19746.51,USD,active,0.0345,2019-12-10,2021-08-30
ACC-602211,501767,checking,7556-1701-0281-6617,BR-0043,11744.88,USD,active,0.3882,2021-02-10,2022-05-06
ACC-602212,502148,savings,7548-7517-2431-8021,BR-0010,175333.28,USD,active,0.7737,2021-05-13,2023-03-30
ACC-602213,502953,checking,8184-7784-0306-3439,BR-0194,38819.18,USD,active,0.2021,2025-10-21,2025-12-18
ACC-602214,502160,checking,8847-7643-8726-1359,BR-0063,12508.54,USD,active,0.3619,2020-02-09,2021-04-19
ACC-602215,501253,savings,8663-1649-4000-0835,BR-0087,107032.95,USD,dormant,1.6489,2019-11-15,2021-04-04
ACC-602216,500151,checking,5523-7403-2833-3379,BR-0004,10834.2,USD,active,0.464,2020-01-21,2020-11-14
ACC-602217,501713,checking,0783-4020-0097-4572,BR-0010,31009.74,USD,active,0.1803,2021-12-30,2022-10-30
ACC-602218,500259,money_market,4374-6819-8347-2009,BR-0161,42003.82,USD,active,2.0906,2021-08-09,2021-08-21
ACC-602219,500868,money_market,3166-5160-7853-9033,BR-0020,404230.69,USD,active,2.6632,2025-06-20,2025-09-27
ACC-602220,502188,checking,2316-0213-8999-0335,BR-0080,36791.53,USD,active,0.2204,2020-04-11,2020-04-21
ACC-602221,501821,cd,4959-7961-0970-1130,BR-0099,66497.59,USD,closed,5.2379,2020-08-28,2021-10-14
ACC-602222,500848,checking,9163-4032-7797-4746,BR-0048,13152.28,USD,active,0.4501,2020-08-31,2021-05-22
ACC-602223,502938,checking,9725-5220-1340-8344,BR-0048,28743.94,USD,frozen,0.1744,2023-03-15,2023-11-17
ACC-602224,502238,checking,6727-8350-1709-8458,BR-0011,39016.12,USD,active,0.0965,2024-05-24,2025-04-10
ACC-602225,500753,cd,9300-9565-3367-1626,BR-0102,7484.54,USD,frozen,3.588,2022-01-08,2022-08-18
ACC-602226,500505,money_market,5926-8731-0559-5419,BR-0058,320624.55,USD,active,4.4697,2021-09-05,2022-12-01
ACC-602227,501965,checking,8802-0452-0715-8781,BR-0197,33373.86,USD,closed,0.4299,2019-12-03,2021-08-17
ACC-602228,501082,checking,5539-5896-3286-2798,BR-0042,25446.13,USD,active,0.0741,2021-04-02,2021-11-28
ACC-602229,502900,checking,0724-1947-8425-7497,BR-0002,19458.69,USD,active,0.0951,2022-07-26,2022-08-26
ACC-602230,501104,cd,5890-3254-8859-1580,BR-0139,35726.76,USD,active,3.8786,2022-11-15,2024-03-04
ACC-602231,502879,cd,1162-1878-8817-5128,BR-0052,183704.28,USD,active,3.1335,2020-08-21,2021-11-08
ACC-602232,501970,savings,5727-9497-7901-6819,BR-0172,62797.58,USD,active,3.1938,2022-10-17,2023-01-18
ACC-602233,502548,savings,9380-9695-2442-1452,BR-0116,88729.22,USD,dormant,1.6111,2023-07-20,2023-08-04
ACC-602234,501756,checking,0266-1786-5282-9232,BR-0153,10324.95,USD,active,0.2346,2022-07-29,2023-11-02
ACC-602235,501153,checking,8391-3503-0491-8454,BR-0031,41715.52,USD,active,0.1814,2023-06-11,2023-07-15
ACC-602236,502159,money_market,4842-3538-1018-6599,BR-0012,392798.95,USD,active,3.2974,2019-01-22,2020-11-05
ACC-602237,500313,savings,7429-2399-3392-3603,BR-0023,173451.27,USD,dormant,4.8103,2023-10-10,2025-04-22
ACC-602238,501884,checking,2483-6326-7033-0878,BR-0101,27195.0,USD,dormant,0.4846,2022-04-29,2023-03-20
ACC-602239,501565,checking,0917-4987-5369-9754,BR-0156,33457.35,USD,dormant,0.4488,2021-08-19,2022-06-08
ACC-602240,502537,savings,5461-4351-8702-8041,BR-0183,18937.55,USD,active,2.2199,2022-08-19,2024-08-03
ACC-602241,500125,savings,6745-6072-8110-2295,BR-0197,131897.95,USD,active,0.9815,2021-03-28,2022-09-22
ACC-602242,502232,savings,8459-0650-9045-7869,BR-0159,73056.79,USD,active,1.3624,2024-04-20,2024-12-10
ACC-602243,501635,money_market,2183-2347-0016-4425,BR-0125,266198.03,USD,frozen,4.0038,2019-03-24,2019-07-01
ACC-602244,502400,cd,9354-4823-1474-7230,BR-0042,43920.32,USD,active,2.3805,2020-02-26,2020-06-07
